Temperature (°C),Humidity (%),Paper Sensor Value
25.80,56.00,10
25.80,56.00,6
25.80,56.00,9
25.80,56.00,9
25.80,56.00,7
25.80,56.00,8
25.80,56.00,8
25.80,56.00,8
25.80,56.00,9
