Timestamp,Raw_Value,Filtered_Value
2026-05-21 13:10:54.973637,rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
2026-05-21 13:10:54.976404,configsip: 0, SPIWP:0xee
2026-05-21 13:10:54.984735,mode:DIO, clock div:1
2026-05-21 13:10:54.987464,load:0x3fff0030,len:4640
2026-05-21 13:10:54.990342,load:0x40078000,len:15620
2026-05-21 13:10:54.993094,load:0x40080400,len:3164
2026-05-21 13:10:55.204833,, 2169.20
2026-05-21 13:10:55.304891,, 2170.08
2026-05-21 13:10:55.405391,, 2171.57
2026-05-21 13:10:55.505397,, 2172.21
2026-05-21 13:10:55.604694,, 2170.99
2026-05-21 13:10:55.704838,, 2171.49
2026-05-21 13:10:55.805394,, 2173.94
2026-05-21 13:10:55.905357,, 2176.05
2026-05-21 13:10:56.005143,, 2176.74
2026-05-21 13:10:56.104629,, 2177.27
2026-05-21 13:10:56.204683,, 2174.84
2026-05-21 13:10:56.305033,, 2176.36
2026-05-21 13:10:56.405254,, 2180.42
2026-05-21 13:10:56.505202,, 2186.68
2026-05-21 13:10:56.604997,, 2192.11
2026-05-21 13:10:56.705229,, 2201.10
2026-05-21 13:10:56.805148,, 2211.59
2026-05-21 13:10:56.905212,, 2223.33
2026-05-21 13:10:57.004777,, 2234.80
2026-05-21 13:10:57.105259,, 2243.82
2026-05-21 13:10:57.205118,, 2253.94
2026-05-21 13:10:57.305161,, 2261.04
2026-05-21 13:10:57.405021,, 2267.94
2026-05-21 13:10:57.505240,, 2274.65
2026-05-21 13:10:57.604582,, 2278.48
2026-05-21 13:10:57.705228,, 2284.03
2026-05-21 13:10:57.805432,, 2284.63
2026-05-21 13:10:57.904638,, 2291.27
2026-05-21 13:10:58.005160,, 2292.44
2026-05-21 13:10:58.104617,, 2290.50
2026-05-21 13:10:58.205124,, 2288.65
2026-05-21 13:10:58.305118,, 2286.08
2026-05-21 13:10:58.404549,, 2284.57
2026-05-21 13:10:58.505059,, 2282.42
2026-05-21 13:10:58.605258,, 2280.67
2026-05-21 13:10:58.705231,, 2279.21
2026-05-21 13:10:58.805110,, 2280.59
2026-05-21 13:10:58.905063,, 2280.33
2026-05-21 13:10:59.005326,, 2279.59
2026-05-21 13:10:59.105364,, 2280.24
2026-05-21 13:10:59.205264,, 2284.91
2026-05-21 13:10:59.305126,, 2290.12
2026-05-21 13:10:59.405115,, 2296.31
2026-05-21 13:10:59.505248,, 2305.08
2026-05-21 13:10:59.605294,, 2312.87
2026-05-21 13:10:59.704494,, 2323.28
2026-05-21 13:10:59.805163,, 2335.55
2026-05-21 13:10:59.905285,, 2345.70
2026-05-21 13:11:00.004739,, 2354.73
2026-05-21 13:11:00.105108,, 2361.86
2026-05-21 13:11:00.205048,, 2367.27
2026-05-21 13:11:00.305227,, 2373.74
2026-05-21 13:11:00.405182,, 2376.57
2026-05-21 13:11:00.505088,, 2379.21
2026-05-21 13:11:00.605026,, 2380.59
2026-05-21 13:11:00.705225,, 2380.03
2026-05-21 13:11:00.805249,, 2378.63
2026-05-21 13:11:00.905172,, 2378.77
2026-05-21 13:11:01.005287,, 2381.99
2026-05-21 13:11:01.105297,, 2380.49
2026-05-21 13:11:01.205155,, 2378.74
2026-05-21 13:11:01.305265,, 2375.97
2026-05-21 13:11:01.405150,, 2371.97
2026-05-21 13:11:01.505115,, 2368.27
2026-05-21 13:11:01.605309,, 2363.65
2026-05-21 13:11:01.704602,, 2360.58
2026-05-21 13:11:01.805304,, 2360.62
2026-05-21 13:11:01.905221,, 2356.46
